StravaSegment,OrderInRace,AtKM,race,year,stage,class,notes
Schaveimetvoorloper,3,176,de brabantse pijl - la fleche brabanconne,2019,1,1.HC,none
Hertstraatfull,4,183,de brabantse pijl - la fleche brabanconne,2019,1,1.HC,none
Holstheide(exact),4,189,de brabantse pijl - la fleche brabanconne,2019,1,1.HC,none
Ijskelder+Kouter+Korenaren,4,195.5,de brabantse pijl - la fleche brabanconne,2019,1,1.HC,none
Schaveimetvoorloper,4,200,de brabantse pijl - la fleche brabanconne,2019,1,1.HC,none
MonteMaggioreClimb,1,24.5,giro dell'emilia,2020,1,1.Pro,none
MongardinoClimb,1,39,giro dell'emilia,2020,1,1.Pro,none
PONTEdiVERZUNO>PASSOdelloZANCHETTO,1,92,giro dell'emilia,2020,1,1.Pro,none
Ganzole(SassoM->Pianoro),1,142.5,giro dell'emilia,2020,1,1.Pro,none
SanLucaCompletaGirodell'Emilia,1,164,giro dell'emilia,2020,1,1.Pro,none
Montealbanoclimb,1,166,giro dell'emilia,2020,1,1.Pro,none
SanLucaCompletaGirodell'Emilia,2,173,giro dell'emilia,2020,1,1.Pro,none
Montealbanoclimb,2,175,giro dell'emilia,2020,1,1.Pro,none
SanLucaCompletaGirodell'Emilia,3,182,giro dell'emilia,2020,1,1.Pro,none
Montealbanoclimb,3,184,giro dell'emilia,2020,1,1.Pro,none
SanLucaCompletaGirodell'Emilia,4,191,giro dell'emilia,2020,1,1.Pro,none
Montealbanoclimb,4,193,giro dell'emilia,2020,1,1.Pro,none
SanLucaCompletaGirodell'Emilia,5,201,giro dell'emilia,2020,1,1.Pro,none
VossembergFietspad,1,14,brussels cycling classic,2020,1,1.Pro,none
Smeysberg(Cotacoln°394)#CotacolHunting,1,20,brussels cycling classic,2020,1,1.Pro,none
Maasdal-Warande(2ktimetrial),1,150.5,brussels cycling classic,2020,1,1.Pro,none
Alsemberg-Kerkenberg,1,166,brussels cycling classic,2020,1,1.Pro,none
BruinePut(volledig),1,172,brussels cycling classic,2020,1,1.Pro,none
menisberg,1,174.5,brussels cycling classic,2020,1,1.Pro,none
keperenbergstraat,1,189.5,brussels cycling classic,2020,1,1.Pro,none
Smeysberg(Cotacoln°394)#CotacolHunting,1,12,de brabantse pijl - la fleche brabanconne,2020,1,1.Pro,none
RuedeHal(extended),1,61,de brabantse pijl - la fleche brabanconne,2020,1,1.Pro,none
BruinePut(volledig),1,77,de brabantse pijl - la fleche brabanconne,2020,1,1.Pro,none
rue de nivelles,1,87,de brabantse pijl - la fleche brabanconne,2020,1,1.Pro,none
Holstheide(Huldenberg),1,122.5,de brabantse pijl - la fleche brabanconne,2020,1,1.Pro,none
Schaveimetvoorloper,1,130.5,de brabantse pijl - la fleche brabanconne,2020,1,1.Pro,none
Holstheide(Huldenberg),2,143.5,de brabantse pijl - la fleche brabanconne,2020,1,1.Pro,none
Schaveimetvoorloper,2,151.5,de brabantse pijl - la fleche brabanconne,2020,1,1.Pro,none
Moskensstraatblosomtb,1,163,de brabantse pijl - la fleche brabanconne,2020,1,1.Pro,none
Holstheide(Huldenberg),3,166,de brabantse pijl - la fleche brabanconne,2020,1,1.Pro,none
Schaveimetvoorloper,3,174,de brabantse pijl - la fleche brabanconne,2020,1,1.Pro,none
Moskensstraatblosomtb,2,186,de brabantse pijl - la fleche brabanconne,2020,1,1.Pro,none
Holstheide(Huldenberg),4,188.5,de brabantse pijl - la fleche brabanconne,2020,1,1.Pro,none
Schaveimetvoorloper,4,197,de brabantse pijl - la fleche brabanconne,2020,1,1.Pro,none
PICCOLOSTELVIOUFFICIALE,1,126,gran trittico lombardo,2020,1,1.Pro,none
Ronchidabivioagricola,1,137.5,gran trittico lombardo,2020,1,1.Pro,none
VARESE-MONTELLO-cronoscalata2015-funtosbike,1,142.5,gran trittico lombardo,2020,1,1.Pro,none
Ronchidabivioagricola,2,153,gran trittico lombardo,2020,1,1.Pro,none
VARESE-MONTELLO-cronoscalata2015-funtosbike,2,158,gran trittico lombardo,2020,1,1.Pro,none
Ronchidabivioagricola,3,169,gran trittico lombardo,2020,1,1.Pro,none
VARESE-MONTELLO-cronoscalata2015-funtosbike,3,174,gran trittico lombardo,2020,1,1.Pro,none
Ronchidabivioagricola,4,184.5,gran trittico lombardo,2020,1,1.Pro,none
VARESE-MONTELLO-cronoscalata2015-funtosbike,4,189.5,gran trittico lombardo,2020,1,1.Pro,none
Ronchidabivioagricola,5,203,gran trittico lombardo,2020,1,1.Pro,none
Peccioli-MurodiviaGreta(myCols.app),1,21,coppa sabatini - gran premio citta di peccioli,2020,1,1.Pro,none
Peccioli-MurodiviaGreta(myCols.app),2,42.5,coppa sabatini - gran premio citta di peccioli,2020,1,1.Pro,none
Peccioli-MurodiviaGreta(myCols.app),3,64,coppa sabatini - gran premio citta di peccioli,2020,1,1.Pro,none
Peccioli-MurodiviaGreta(myCols.app),4,85.5,coppa sabatini - gran premio citta di peccioli,2020,1,1.Pro,none
Peccioli-MurodiviaGreta(myCols.app),5,106.5,coppa sabatini - gran premio citta di peccioli,2020,1,1.Pro,none
Peccioli-MurodiviaGreta(myCols.app),6,128,coppa sabatini - gran premio citta di peccioli,2020,1,1.Pro,none
Peccioli-MurodiviaGreta(myCols.app),7,149.5,coppa sabatini - gran premio citta di peccioli,2020,1,1.Pro,none
Pecciolicompletotornantifinoscollinamento,1,161.5,coppa sabatini - gran premio citta di peccioli,2020,1,1.Pro,none
Pecciolicompletotornantifinoscollinamento,2,174,coppa sabatini - gran premio citta di peccioli,2020,1,1.Pro,none
Pecciolicompletotornantifinoscollinamento,3,186.5,coppa sabatini - gran premio citta di peccioli,2020,1,1.Pro,none
Pecciolicompletotornantifinoscollinamento,4,198.5,coppa sabatini - gran premio citta di peccioli,2020,1,1.Pro,none
TerricciolaviaCasanova,1,15.5,coppa sabatini - gran premio citta di peccioli,2020,1,1.Pro,none
TerricciolaviaCasanova,2,37,coppa sabatini - gran premio citta di peccioli,2020,1,1.Pro,none
TerricciolaviaCasanova,3,58.5,coppa sabatini - gran premio citta di peccioli,2020,1,1.Pro,none
TerricciolaviaCasanova,4,80,coppa sabatini - gran premio citta di peccioli,2020,1,1.Pro,none
TerricciolaviaCasanova,5,101.5,coppa sabatini - gran premio citta di peccioli,2020,1,1.Pro,none
