stage,race,race_standard,year,class,time_trial,one_day_race,grand_tour,type,sof,tt,classics,n
19,tour de france,Tour de France,2019,2.UWT,0,0,1,59.49829607,117.5612954,-21.54992849,-26.59421661,9
20,tour de france,Tour de France,2014,2.UWT,1,0,1,36.74277886,54.67454127,-41.94227703,7.587560299,9
20,tour de france,Tour de France,2015,2.UWT,0,0,1,70.93980703,182.8721269,-5.289029064,-39.26012858,8
20,tour de france,Tour de France,2016,2.UWT,0,0,1,64.20518461,160.9256864,2.631419313,-16.58426049,10
20,tour de france,Tour de France,2017,2.UWT,1,0,1,37.18870699,98.60130488,-40.14112913,5.125158847,10
20,tour de france,Tour de France,2018,2.UWT,1,0,1,45.79761146,104.3977698,-49.20154295,10.82565523,9
20,tour de france,Tour de France,2019,2.UWT,0,0,1,82.06850986,206.463979,-14.89009147,-40.60900932,10
21,tour de france,Tour de France,2014,2.UWT,0,0,1,-200.1908218,49.89704409,-16.37497421,13.14208993,9
21,tour de france,Tour de France,2015,2.UWT,0,0,1,-293.4946068,90.87571876,-16.87614674,40.52526045,10
21,tour de france,Tour de France,2016,2.UWT,0,0,1,-224.0525794,78.2310338,-19.68432481,75.22527217,10
21,tour de france,Tour de France,2017,2.UWT,0,0,1,-191.2496713,30.76527405,-25.31821216,-0.461164343,9
21,tour de france,Tour de France,2018,2.UWT,0,0,1,-233.3789948,73.33975872,10.16443344,60.61292354,10
21,tour de france,Tour de France,2019,2.UWT,0,0,1,-210.3480896,59.97531368,-20.25600238,49.11968302,10
1,tour de pologne,Tour of Poland,2014,2.UWT,0,0,0,4.082023228,-8.008426198,-3.257287414,-6.313595881,7
1,tour de pologne,Tour of Poland,2015,2.UWT,0,0,0,-49.29505733,32.16617505,-6.876923942,-7.138053798,8
1,tour de pologne,Tour of Poland,2016,2.UWT,0,0,0,-74.48484007,38.95191851,12.39927792,32.87232594,9
1,tour de pologne,Tour of Poland,2017,2.UWT,0,0,0,-126.3015239,31.40914739,-10.89248219,29.78620355,9
1,tour de pologne,Tour of Poland,2018,2.UWT,0,0,0,-100.5537896,5.406821958,-1.492731686,-1.311827353,9
1,tour de pologne,Tour of Poland,2019,2.UWT,0,0,0,-123.8310785,1.624723817,4.348173451,-15.10650141,9
2,tour de pologne,Tour of Poland,2014,2.UWT,0,0,0,-32.45727014,-1.60171194,-1.841193028,5.567318708,9
2,tour de pologne,Tour of Poland,2015,2.UWT,0,0,0,-86.02388995,0.202908804,2.336461309,-12.88845288,6
2,tour de pologne,Tour of Poland,2016,2.UWT,0,0,0,-112.3392059,4.422607774,-9.179924689,0.485183916,9
2,tour de pologne,Tour of Poland,2017,2.UWT,0,0,0,-137.8658462,27.31113864,-4.158282965,17.08253449,10
2,tour de pologne,Tour of Poland,2018,2.UWT,0,0,0,-90.86687268,-6.408966778,-2.200595485,-25.20571103,9
2,tour de pologne,Tour of Poland,2019,2.UWT,0,0,0,-104.0512564,-6.78663355,-2.904613447,-31.05264548,10
3,tour de pologne,Tour of Poland,2014,2.UWT,0,0,0,-79.14857134,1.619713813,6.636993872,-8.950029016,10
3,tour de pologne,Tour of Poland,2015,2.UWT,0,0,0,-103.1837969,-4.86432353,-2.561619232,-19.39813378,9
3,tour de pologne,Tour of Poland,2016,2.UWT,0,0,0,-68.26621405,-8.829627922,6.309483108,-9.159553234,9
3,tour de pologne,Tour of Poland,2017,2.UWT,0,0,0,4.472929926,132.7836967,-10.65295616,15.15231133,10
3,tour de pologne,Tour of Poland,2018,2.UWT,0,0,0,-137.7155007,9.903925941,-3.294932912,-12.10536029,10
3,tour de pologne,Tour of Poland,2019,2.UWT,0,0,0,-106.3807871,1.807968229,-10.44132868,-13.56848224,9
4,tour de pologne,Tour of Poland,2014,2.UWT,0,0,0,-64.01086362,-16.2388128,-1.101064045,-25.22270709,10
4,tour de pologne,Tour of Poland,2015,2.UWT,0,0,0,-50.52131889,-2.688488495,-14.2427676,-4.663695197,6
4,tour de pologne,Tour of Poland,2016,2.UWT,0,0,0,-37.92220025,15.31761933,1.958039806,19.29985401,10
4,tour de pologne,Tour of Poland,2017,2.UWT,0,0,0,-145.5469307,30.60217798,-7.19768351,20.07915864,9
4,tour de pologne,Tour of Poland,2018,2.UWT,0,0,0,41.98651441,75.64292644,-4.884780715,-2.756430834,10
5,tour de pologne,Tour of Poland,2014,2.UWT,0,0,0,36.60724898,55.36304152,-6.135420193,-10.77275928,7
5,tour de pologne,Tour of Poland,2015,2.UWT,0,0,0,42.25721641,80.27222579,9.087319086,-9.075135902,8
5,tour de pologne,Tour of Poland,2016,2.UWT,0,0,0,13.85914964,18.65298532,8.669372224,18.01651227,7
5,tour de pologne,Tour of Poland,2017,2.UWT,0,0,0,-104.2191709,30.9418781,-1.734065721,33.48487496,8
5,tour de pologne,Tour of Poland,2018,2.UWT,0,0,0,-46.65255667,40.72080432,-3.913086642,14.78696522,10
5,tour de pologne,Tour of Poland,2019,2.UWT,0,0,0,-11.74113639,19.16331058,4.702025182,-15.00320749,8
6,tour de pologne,Tour of Poland,2014,2.UWT,0,0,0,39.79653193,58.82295179,-5.116827658,-8.731639674,8
6,tour de pologne,Tour of Poland,2015,2.UWT,0,0,0,41.18666358,76.05806465,5.522737057,-8.757720786,8
6,tour de pologne,Tour of Poland,2017,2.UWT,0,0,0,62.27028563,123.5593977,-15.83076983,-19.40583049,10
6,tour de pologne,Tour of Poland,2018,2.UWT,0,0,0,40.92245548,78.21611708,-9.237950021,-6.96669106,8
6,tour de pologne,Tour of Poland,2019,2.UWT,0,0,0,30.43963199,44.60275017,8.82718754,-6.700920476,7
7,tour de pologne,Tour of Poland,2014,2.UWT,1,0,0,10.47158666,42.67930258,-11.23810612,22.16155251,7
7,tour de pologne,Tour of Poland,2015,2.UWT,1,0,0,23.22847212,30.84325309,-22.6900056,3.013194266,5
7,tour de pologne,Tour of Poland,2016,2.UWT,1,0,0,25.2392073,9.660244905,-22.41791182,13.92262715,9
7,tour de pologne,Tour of Poland,2017,2.UWT,0,0,0,65.4250322,135.4282504,-13.18050616,-23.6614623,10
7,tour de pologne,Tour of Poland,2018,2.UWT,0,0,0,47.91382027,91.56746646,-15.05754317,-15.59295082,9
7,tour de pologne,Tour of Poland,2019,2.UWT,0,0,0,18.52581535,20.24787543,14.42983927,2.329614017,6
0,tour de romandie,Tour de Romandie,2014,2.UWT,1,0,0,-32.3638966,30.1394811,-38.48678793,27.3034326,7
0,tour de romandie,Tour de Romandie,2016,2.UWT,1,0,0,31.6060001,87.94037186,-30.80745113,15.38826622,6
0,tour de romandie,Tour de Romandie,2017,2.UWT,1,0,0,21.84184107,16.35741276,-26.91445386,16.15640379,7
0,tour de romandie,Tour de Romandie,2018,2.UWT,1,0,0,16.73256125,58.14409884,-24.55015784,27.92292273,8
0,tour de romandie,Tour de Romandie,2019,2.UWT,1,0,0,30.19368686,49.03202343,-43.67415278,22.0463562,8
1,tour de romandie,Tour de Romandie,2014,2.UWT,0,0,0,16.22664453,26.81572797,8.641181049,8.078404817,7
1,tour de romandie,Tour de Romandie,2016,2.UWT,0,0,0,-49.58883258,12.83954769,15.96139131,-11.640457,10
1,tour de romandie,Tour de Romandie,2017,2.UWT,0,0,0,41.2508263,80.66989986,6.856928807,-8.325998346,9
1,tour de romandie,Tour de Romandie,2018,2.UWT,0,0,0,9.725783761,39.56611395,22.75193707,9.154531775,9
1,tour de romandie,Tour de Romandie,2019,2.UWT,0,0,0,34.98128721,39.43080842,0.270782725,-4.691813185,8
2,tour de romandie,Tour de Romandie,2014,2.UWT,0,0,0,-18.41437453,44.4916755,-5.614636839,5.644275041,7
2,tour de romandie,Tour de Romandie,2015,2.UWT,0,0,0,22.61729621,55.18527531,9.51728465,11.38307287,9
2,tour de romandie,Tour de Romandie,2016,2.UWT,0,0,0,78.47154643,174.0478033,-17.47611156,-40.107647,10
2,tour de romandie,Tour de Romandie,2017,2.UWT,0,0,0,-28.07580624,24.38465823,37.24911222,18.57929989,8
2,tour de romandie,Tour de Romandie,2018,2.UWT,0,0,0,-26.11209755,29.25083147,37.7478286,5.521424838,9
2,tour de romandie,Tour de Romandie,2019,2.UWT,0,0,0,-119.4125913,18.77625307,17.95243186,14.85796678,10
3,tour de romandie,Tour de Romandie,2014,2.UWT,0,0,0,64.26103193,132.2252475,-7.063181876,-25.5689428,10
3,tour de romandie,Tour de Romandie,2015,2.UWT,0,0,0,14.38406359,67.6261462,11.07948675,7.384534056,10
3,tour de romandie,Tour de Romandie,2016,2.UWT,1,0,0,65.09721216,150.159012,-39.85742911,-25.49145491,8
3,tour de romandie,Tour de Romandie,2017,2.UWT,0,0,0,-88.06236556,4.873691686,33.9112466,-8.601568363,9
3,tour de romandie,Tour de Romandie,2018,2.UWT,1,0,0,58.89398581,112.3130026,-27.54400298,-9.126466593,10
3,tour de romandie,Tour de Romandie,2019,2.UWT,0,0,0,36.58238076,46.17286836,1.05952747,-5.562529209,8
4,tour de romandie,Tour de Romandie,2014,2.UWT,0,0,0,-13.30198028,-7.944321041,8.650945604,7.665493784,8
4,tour de romandie,Tour de Romandie,2015,2.UWT,0,0,0,5.572112969,17.35447052,-18.90444805,14.77151201,7
4,tour de romandie,Tour de Romandie,2016,2.UWT,0,0,0,87.08111934,211.7039664,-21.68899075,-44.24489108,10
4,tour de romandie,Tour de Romandie,2017,2.UWT,0,0,0,49.21471432,92.76479001,2.534118193,-16.92264761,9
4,tour de romandie,Tour de Romandie,2018,2.UWT,0,0,0,48.82308571,91.19020618,-19.89939477,-0.267948078,9
4,tour de romandie,Tour de Romandie,2019,2.UWT,0,0,0,52.3439592,82.03967216,-19.56853662,-8.13679585,10
5,tour de romandie,Tour de Romandie,2014,2.UWT,1,0,0,62.43952709,136.3646609,-29.6371391,-19.0782876,9
5,tour de romandie,Tour de Romandie,2015,2.UWT,0,0,0,90.07931754,208.4932956,-20.45894979,-58.83072878,10
5,tour de romandie,Tour de Romandie,2016,2.UWT,0,0,0,-23.72157397,19.13862264,0.447835439,3.750351917,7
5,tour de romandie,Tour de Romandie,2017,2.UWT,1,0,0,51.50172536,107.0691846,-26.72272801,-12.6681336,8
5,tour de romandie,Tour de Romandie,2018,2.UWT,0,0,0,-68.22108572,1.717320792,27.62300674,-25.15742599,9
5,tour de romandie,Tour de Romandie,2019,2.UWT,1,0,0,30.84321788,52.31027288,-38.90782303,20.77535493,8
6,tour de romandie,Tour de Romandie,2015,2.UWT,1,0,0,41.54510016,81.55766475,-41.40893302,1.063334026,7
1,tour de suisse,Tour de Suisse,2014,2.UWT,1,0,0,-1.516553346,134.3012916,-54.83306903,51.01733123,10
1,tour de suisse,Tour de Suisse,2015,2.UWT,1,0,0,-39.40825096,110.8123536,-32.03658308,84.87312916,8
1,tour de suisse,Tour de Suisse,2016,2.UWT,1,0,0,25.53995185,42.35705848,-12.8051355,15.81375965,10
1,tour de suisse,Tour de Suisse,2017,2.UWT,1,0,0,5.912679592,35.1241582,-43.75104693,41.30095339,8
1,tour de suisse,Tour de Suisse,2019,2.UWT,1,0,0,-46.29284029,44.57514596,-28.41041543,68.41976271,9
2,tour de suisse,Tour de Suisse,2014,2.UWT,0,0,0,-53.48438661,28.97242654,-1.32715747,36.5403665,4
2,tour de suisse,Tour de Suisse,2015,2.UWT,0,0,0,-1.41847244,135.7588322,-30.71261646,25.49779308,8
2,tour de suisse,Tour de Suisse,2016,2.UWT,0,0,0,-142.620541,49.56255036,-9.726229349,50.57665355,9
2,tour de suisse,Tour de Suisse,2017,2.UWT,0,0,0,-95.8275205,65.38680319,16.40446762,77.96841215,8
2,tour de suisse,Tour de Suisse,2018,2.UWT,0,0,0,-82.49946744,84.33759663,31.0984584,81.44094419,9
2,tour de suisse,Tour de Suisse,2019,2.UWT,0,0,0,-93.59840567,88.03548433,26.22252907,97.88264394,9
3,tour de suisse,Tour de Suisse,2014,2.UWT,0,0,0,-13.77309663,122.4491146,5.077823206,25.68003343,10
3,tour de suisse,Tour de Suisse,2015,2.UWT,0,0,0,-10.41342221,136.0555953,-23.05839923,29.50923948,9
3,tour de suisse,Tour de Suisse,2016,2.UWT,0,0,0,-61.29660159,60.45793589,6.472812637,49.17623308,8
3,tour de suisse,Tour de Suisse,2017,2.UWT,0,0,0,-99.32814591,77.82260922,23.60007732,76.53051104,10
3,tour de suisse,Tour de Suisse,2018,2.UWT,0,0,0,-117.1200234,79.98410401,40.72678915,81.75107979,10
3,tour de suisse,Tour de Suisse,2019,2.UWT,0,0,0,-135.5580789,49.08878552,-0.192878082,51.19633995,9
4,tour de suisse,Tour de Suisse,2014,2.UWT,0,0,0,-203.4754267,49.04938937,-10.41213591,37.16278464,10
4,tour de suisse,Tour de Suisse,2015,2.UWT,0,0,0,-116.5444234,127.2012731,20.07936182,94.59255363,10
4,tour de suisse,Tour de Suisse,2016,2.UWT,0,0,0,-129.7237463,37.80712119,1.385005676,30.85160981,10
4,tour de suisse,Tour de Suisse,2017,2.UWT,0,0,0,52.05289336,87.5044198,-12.04060096,-21.70953071,9
4,tour de suisse,Tour de Suisse,2018,2.UWT,0,0,0,-89.72349241,50.81905576,21.75583703,68.95664179,9
4,tour de suisse,Tour de Suisse,2019,2.UWT,0,0,0,-139.1194917,63.90890608,1.713455273,77.18827782,8
5,tour de suisse,Tour de Suisse,2014,2.UWT,0,0,0,-205.9515355,55.80198391,-10.36616053,41.34742301,9
5,tour de suisse,Tour de Suisse,2015,2.UWT,0,0,0,62.44670248,136.0590723,-33.03704593,-16.42927175,9
5,tour de suisse,Tour de Suisse,2016,2.UWT,0,0,0,52.43519934,86.14468674,-18.5653159,-10.73558662,10
5,tour de suisse,Tour de Suisse,2017,2.UWT,0,0,0,-112.4974233,52.78772341,11.79959643,59.1364702,9
5,tour de suisse,Tour de Suisse,2018,2.UWT,0,0,0,55.09280751,113.3102103,4.478156998,-13.84515435,10
5,tour de suisse,Tour de Suisse,2019,2.UWT,0,0,0,-195.0513735,81.56583372,-8.810498283,89.10586205,8
6,tour de suisse,Tour de Suisse,2014,2.UWT,0,0,0,-104.6368916,50.93024691,30.70525315,46.21900795,10
6,tour de suisse,Tour de Suisse,2015,2.UWT,0,0,0,-164.7344921,64.16002526,-18.99412824,46.79033596,10
6,tour de suisse,Tour de Suisse,2016,2.UWT,0,0,0,34.25368339,58.39798037,-9.083185004,-12.51775465,9
6,tour de suisse,Tour de Suisse,2017,2.UWT,0,0,0,60.43885747,111.1609391,-10.45843519,-20.47609369,10
6,tour de suisse,Tour de Suisse,2018,2.UWT,0,0,0,20.95223909,41.04898248,30.77113852,8.820595923,8
6,tour de suisse,Tour de Suisse,2019,2.UWT,0,0,0,31.45077101,68.45377791,-2.891185085,0.847113995,7
7,tour de suisse,Tour de Suisse,2014,2.UWT,1,0,0,48.40297833,100.6502943,-39.96404789,7.721552061,9
7,tour de suisse,Tour de Suisse,2015,2.UWT,0,0,0,-181.4074419,81.22609022,0.489549991,92.1345747,10
7,tour de suisse,Tour de Suisse,2016,2.UWT,0,0,0,51.70996704,76.81341246,-11.72998743,-13.47259463,10
7,tour de suisse,Tour de Suisse,2017,2.UWT,0,0,0,48.7975711,67.9516835,-8.804259677,-11.01710295,10
7,tour de suisse,Tour de Suisse,2018,2.UWT,0,0,0,60.45078574,114.2889416,-18.33114401,-28.43074885,9
7,tour de suisse,Tour de Suisse,2019,2.UWT,0,0,0,44.40534381,81.25107686,-23.39994879,-3.982426499,9
8,tour de suisse,Tour de Suisse,2014,2.UWT,0,0,0,36.99720665,59.47923868,-14.66140694,2.563901818,8
8,tour de suisse,Tour de Suisse,2015,2.UWT,0,0,0,-13.45311368,13.70568107,11.36332394,18.63637129,6
8,tour de suisse,Tour de Suisse,2016,2.UWT,1,0,0,34.17462336,94.91120097,-30.90402136,13.32508283,10
8,tour de suisse,Tour de Suisse,2017,2.UWT,0,0,0,-151.5101836,59.64489543,14.96972692,58.98106134,9
8,tour de suisse,Tour de Suisse,2018,2.UWT,0,0,0,-270.7260928,94.29991791,1.820731599,78.92582129,10
8,tour de suisse,Tour de Suisse,2019,2.UWT,1,0,0,-18.12217781,11.861824,-26.48406188,34.191791,8
9,tour de suisse,Tour de Suisse,2014,2.UWT,0,0,0,27.02610931,61.62385354,-11.67927525,4.755327482,5
9,tour de suisse,Tour de Suisse,2015,2.UWT,1,0,0,39.62331308,63.25124352,-49.25031475,11.43376964,9
9,tour de suisse,Tour de Suisse,2016,2.UWT,0,0,0,49.0595527,68.47385776,-7.450089366,-10.15801441,10
9,tour de suisse,Tour de Suisse,2017,2.UWT,1,0,0,52.06221463,92.93775873,-37.95651569,-4.302040983,10
9,tour de suisse,Tour de Suisse,2018,2.UWT,1,0,0,8.740470557,36.27161696,-15.36069388,21.34796232,9
9,tour de suisse,Tour de Suisse,2019,2.UWT,0,0,0,37.99511279,61.08026246,-20.57918165,3.971417249,9
1,tour down under,Tour Down Under,2014,2.UWT,0,0,0,-22.82409308,24.20928167,24.4631357,5.082193874,9
2,tour down under,Tour Down Under,2014,2.UWT,0,0,0,25.43965767,44.5478302,37.77675736,10.08421692,10
3,tour down under,Tour Down Under,2014,2.UWT,0,0,0,17.50851111,28.1930915,18.94853804,12.52697687,8
4,tour down under,Tour Down Under,2014,2.UWT,0,0,0,-79.66138054,13.60361019,16.08987604,9.486130343,9
5,tour down under,Tour Down Under,2014,2.UWT,0,0,0,23.25971166,57.38655801,13.39236726,9.440206414,8
6,tour down under,Tour Down Under,2014,2.UWT,0,0,0,-38.50216098,-5.304850648,-7.361557314,-0.610186842,7
1,tour of beijing,Tour of Beijing,2014,2.UWT,0,0,0,-74.49420182,-8.351541234,-4.58016807,-8.595848427,9
2,tour of beijing,Tour of Beijing,2014,2.UWT,0,0,0,18.10210319,58.9382256,18.91354394,15.19678988,9
3,tour of beijing,Tour of Beijing,2014,2.UWT,0,0,0,-97.01309781,0.187923035,-17.99992992,2.548381669,10
4,tour of beijing,Tour of Beijing,2014,2.UWT,0,0,0,32.61864478,80.9070409,9.770140674,6.020371006,8
5,tour of beijing,Tour of Beijing,2014,2.UWT,0,0,0,-99.19199151,0.770413742,-3.447550917,1.270080666,10
1,uae tour,UAE Tour,2020,2.UWT,0,0,0,-102.1019112,-1.943949859,0.71428857,-33.80199371,9
2,uae tour,UAE Tour,2019,2.UWT,0,0,0,-155.1872254,2.964917101,-2.50370073,-24.49854744,10
2,uae tour,UAE Tour,2020,2.UWT,0,0,0,-76.61454844,44.88153199,5.569596013,-7.259586872,9
3,uae tour,UAE Tour,2019,2.UWT,0,0,0,58.84743006,136.2551909,1.506056419,-15.77625097,9
3,uae tour,UAE Tour,2020,2.UWT,0,0,0,33.89807648,73.62621302,20.95498302,0.663790954,8
4,uae tour,UAE Tour,2019,2.UWT,0,0,0,8.86030219,129.7729375,15.9469408,-4.308013295,8
4,uae tour,UAE Tour,2020,2.UWT,0,0,0,-123.5251598,-0.091155183,-7.454528082,-35.59754803,8
5,uae tour,UAE Tour,2019,2.UWT,0,0,0,-112.1764671,-4.234170489,-8.250770873,-9.1073951,10
5,uae tour,UAE Tour,2020,2.UWT,0,0,0,57.00035882,132.9746273,1.463134006,-19.55466858,9
6,uae tour,UAE Tour,2019,2.UWT,0,0,0,60.6296919,158.4334145,-14.38584128,-4.743879494,9
7,uae tour,UAE Tour,2019,2.UWT,0,0,0,-180.8286853,20.16717983,-22.41786078,11.50440603,10
1,vattenfall cyclassics,Hamburg Cyclassics,2014,1.UWT,0,1,0,-144.756855,14.19396991,-10.75452387,8.33937438,10
1,vattenfall cyclassics,Hamburg Cyclassics,2015,1.UWT,0,1,0,-195.0476642,50.14457637,-11.21191118,43.40436971,10
1,volta ciclista a catalunya,Volta a Catalunya,2014,2.UWT,0,0,0,-20.66471414,8.035821422,25.25761946,-7.818470936,9
1,volta ciclista a catalunya,Volta a Catalunya,2015,2.UWT,0,0,0,-29.19305349,19.22653787,37.87372794,-24.86651026,8
1,volta ciclista a catalunya,Volta a Catalunya,2016,2.UWT,0,0,0,-47.53752955,3.215168498,22.32974263,-7.291026057,8
1,volta ciclista a catalunya,Volta a Catalunya,2017,2.UWT,0,0,0,-99.73052216,12.53027091,6.263610703,-10.95435424,10
1,volta ciclista a catalunya,Volta a Catalunya,2018,2.UWT,0,0,0,-61.69969404,59.16989027,17.56318296,-23.97909486,9
1,volta ciclista a catalunya,Volta a Catalunya,2019,2.UWT,0,0,0,-34.58486388,26.69761575,-0.200079709,19.50612763,9
2,volta ciclista a catalunya,Volta a Catalunya,2014,2.UWT,0,0,0,-7.186754622,2.234138993,12.57426572,8.21221936,9
2,volta ciclista a catalunya,Volta a Catalunya,2015,2.UWT,0,0,0,20.47402138,75.04054848,37.99416876,-7.971216234,8
2,volta ciclista a catalunya,Volta a Catalunya,2016,2.UWT,0,0,0,-61.93099109,7.652793155,16.90402285,-1.403907658,9
2,volta ciclista a catalunya,Volta a Catalunya,2018,2.UWT,0,0,0,23.64677024,62.92999547,15.72730907,0.99993053,10
2,volta ciclista a catalunya,Volta a Catalunya,2019,2.UWT,0,0,0,20.75776045,104.6436644,16.78493613,12.83155867,9
3,volta ciclista a catalunya,Volta a Catalunya,2014,2.UWT,0,0,0,83.87341198,194.5925592,-25.041311,-54.83030069,9
3,volta ciclista a catalunya,Volta a Catalunya,2015,2.UWT,0,0,0,71.36287956,152.9530439,-22.22543838,-41.41285112,9
3,volta ciclista a catalunya,Volta a Catalunya,2016,2.UWT,0,0,0,84.06137768,188.154392,-22.17735648,-50.91451584,10
3,volta ciclista a catalunya,Volta a Catalunya,2017,2.UWT,0,0,0,81.37767495,210.3356101,-5.923852555,-35.04258219,10
3,volta ciclista a catalunya,Volta a Catalunya,2018,2.UWT,0,0,0,56.5461704,98.8095815,-7.258034271,-21.49760627,10
3,volta ciclista a catalunya,Volta a Catalunya,2019,2.UWT,0,0,0,72.26975037,141.3669748,-24.09946804,-36.11199321,10
4,volta ciclista a catalunya,Volta a Catalunya,2014,2.UWT,0,0,0,80.65706839,183.0163107,-19.21752968,-53.63102483,9
4,volta ciclista a catalunya,Volta a Catalunya,2015,2.UWT,0,0,0,75.62314732,180.8362948,-20.91478746,-30.46506358,10
4,volta ciclista a catalunya,Volta a Catalunya,2016,2.UWT,0,0,0,81.48021684,181.2214152,-20.87662661,-48.57102899,10
4,volta ciclista a catalunya,Volta a Catalunya,2017,2.UWT,0,0,0,-35.92441193,24.93232368,18.49005635,-7.168510076,9
4,volta ciclista a catalunya,Volta a Catalunya,2018,2.UWT,0,0,0,71.05631449,154.4523811,-3.364444318,-34.581793,10
4,volta ciclista a catalunya,Volta a Catalunya,2019,2.UWT,0,0,0,62.94125605,117.7016245,-10.04739213,-35.0356604,9
5,volta ciclista a catalunya,Volta a Catalunya,2014,2.UWT,0,0,0,2.829614379,57.23917828,21.61328991,-17.94914364,10
5,volta ciclista a catalunya,Volta a Catalunya,2015,2.UWT,0,0,0,72.95605323,187.4284938,-8.189934894,-44.03286027,8
5,volta ciclista a catalunya,Volta a Catalunya,2016,2.UWT,0,0,0,1.471925683,3.042010224,0.901508884,4.597029349,8
5,volta ciclista a catalunya,Volta a Catalunya,2017,2.UWT,0,0,0,76.20933342,184.2125386,-3.961397846,-34.99144387,10
5,volta ciclista a catalunya,Volta a Catalunya,2018,2.UWT,0,0,0,20.73331975,60.86185291,23.34267885,-3.044707761,7
5,volta ciclista a catalunya,Volta a Catalunya,2019,2.UWT,0,0,0,9.617371898,61.09527893,-2.53945729,7.50227537,10
6,volta ciclista a catalunya,Volta a Catalunya,2014,2.UWT,0,0,0,7.477225422,-6.916107324,3.483957185,1.674742326,5
6,volta ciclista a catalunya,Volta a Catalunya,2015,2.UWT,0,0,0,24.98748713,28.05907884,10.55100845,4.255081504,8
6,volta ciclista a catalunya,Volta a Catalunya,2016,2.UWT,0,0,0,-19.16486671,-8.383626828,3.206529661,-1.843432895,9
6,volta ciclista a catalunya,Volta a Catalunya,2017,2.UWT,0,0,0,34.02934899,74.71587924,28.03926996,-3.248120821,9
6,volta ciclista a catalunya,Volta a Catalunya,2018,2.UWT,0,0,0,-25.98657069,7.386400649,3.726242314,-1.846243309,7
6,volta ciclista a catalunya,Volta a Catalunya,2019,2.UWT,0,0,0,-1.775696324,46.03608107,-2.335787869,2.908263296,9
7,volta ciclista a catalunya,Volta a Catalunya,2014,2.UWT,0,0,0,33.45157895,65.76577554,2.418004913,-19.51842547,5
7,volta ciclista a catalunya,Volta a Catalunya,2015,2.UWT,0,0,0,9.817830045,108.59205,17.84010198,-47.90172721,10
7,volta ciclista a catalunya,Volta a Catalunya,2016,2.UWT,0,0,0,33.4498096,73.72949734,7.299117616,-7.470028644,10
7,volta ciclista a catalunya,Volta a Catalunya,2017,2.UWT,0,0,0,62.27734035,152.0028071,18.15196029,-29.0973056,9
7,volta ciclista a catalunya,Volta a Catalunya,2018,2.UWT,0,0,0,50.71562581,93.47907434,4.844417117,-14.36143411,10
7,volta ciclista a catalunya,Volta a Catalunya,2019,2.UWT,0,0,0,66.76816439,147.482814,-3.078616364,-27.16638369,10
2,vuelta a espana,Vuelta a Espana,2014,2.UWT,0,0,1,-110.4674918,4.59359842,4.048615861,-9.402886315,10
2,vuelta a espana,Vuelta a Espana,2015,2.UWT,0,0,1,82.15681659,205.9391442,-21.46413366,-38.02906059,10
2,vuelta a espana,Vuelta a Espana,2016,2.UWT,0,0,1,-60.65878247,11.57076957,-6.791049226,5.255301484,9
2,vuelta a espana,Vuelta a Espana,2017,2.UWT,0,0,1,-71.3649798,33.99159045,-6.117177437,-4.928496538,10
3,vuelta a espana,Vuelta a Espana,2014,2.UWT,0,0,1,-6.21203066,96.93320578,-2.031670748,-18.99672238,10
3,vuelta a espana,Vuelta a Espana,2015,2.UWT,0,0,1,-186.0182372,51.3734157,0.432911683,24.27783731,8
3,vuelta a espana,Vuelta a Espana,2016,2.UWT,0,0,1,72.57748428,159.9201308,-6.145278081,-39.18600598,10
3,vuelta a espana,Vuelta a Espana,2017,2.UWT,0,0,1,76.60138311,158.0408335,-14.71123666,-45.6477423,10
4,vuelta a espana,Vuelta a Espana,2014,2.UWT,0,0,1,-14.08795089,65.96033796,-2.143421734,7.94102923,7
4,vuelta a espana,Vuelta a Espana,2015,2.UWT,0,0,1,10.64980295,171.4673774,17.72444367,0.490048916,10
4,vuelta a espana,Vuelta a Espana,2016,2.UWT,0,0,1,8.018937757,-0.591791093,14.24137504,2.019028308,5
4,vuelta a espana,Vuelta a Espana,2017,2.UWT,0,0,1,-102.6842727,5.320160519,-4.892242703,-7.542331305,9
5,vuelta a espana,Vuelta a Espana,2014,2.UWT,0,0,1,-107.026304,20.23696828,18.03608736,11.55606197,9
5,vuelta a espana,Vuelta a Espana,2015,2.UWT,0,0,1,-118.0364398,74.04941008,-3.022197591,31.66365103,10
5,vuelta a espana,Vuelta a Espana,2016,2.UWT,0,0,1,6.339903718,60.11501142,17.23811192,1.525995294,10
5,vuelta a espana,Vuelta a Espana,2017,2.UWT,0,0,1,11.6886825,18.55697103,7.654666945,8.07109727,5
6,vuelta a espana,Vuelta a Espana,2014,2.UWT,0,0,1,82.69837517,195.6020674,-10.71136677,-51.10135437,10
6,vuelta a espana,Vuelta a Espana,2015,2.UWT,0,0,1,78.03796712,203.5072149,-21.89127425,-36.16242155,9
6,vuelta a espana,Vuelta a Espana,2016,2.UWT,0,0,1,43.73246806,90.83038245,18.83643786,-5.532510756,9
6,vuelta a espana,Vuelta a Espana,2017,2.UWT,0,0,1,42.14040199,65.08367047,2.249416803,-14.84329082,8
7,vuelta a espana,Vuelta a Espana,2014,2.UWT,0,0,1,47.0188507,145.1309007,5.634729135,-13.52098888,8
7,vuelta a espana,Vuelta a Espana,2015,2.UWT,0,0,1,59.50082196,147.3946521,-0.974012438,-35.46760704,7
